Date,Open,High,Low,Close,Adj Close,Volume
2023-04-18,141.96883407839385,140.9521549389038,140.23853627038204,140.6446434306885,140.4571381165036,9345760
2023-04-19,135.74011422805702,134.38817350006002,135.90305722419032,134.59310337051025,134.56536089136142,6722320
2023-04-20,137.87082334325817,138.20867637246658,137.62117903955343,138.04777309881828,138.451550914621,18636297
2023-04-21,137.14764215585978,138.08191705438102,138.74907279993369,138.1125721755476,138.04138243303694,8031756
2023-04-24,138.77891876522725,138.39206551841193,143.99617258568207,139.3370777426959,139.20294621172113,18270321
2023-04-25,139.6770235485105,141.4068913281532,138.13715377868238,139.45643685690516,139.53948092315923,10165679
2023-04-26,134.2388608375364,133.25623291180028,133.3482475737746,133.27417166081858,133.88057919765993,8467366
2023-04-27,135.39102063451776,132.7529114048831,137.16590840351643,133.17585879842727,132.15624270954723,7573619
2023-04-28,129.1173970882393,132.05935229618476,129.51225965709725,130.84592316014454,131.11332780518518,15004560
2023-05-01,130.81648664287465,132.01109478741915,131.2385643027013,131.99566934312588,131.16332274502838,6849396
2023-05-02,129.6995595308144,128.79617522649116,132.42851020510932,130.4769895038469,130.93429226164395,18262486
2023-05-03,131.2101859960406,129.80036631654957,131.98098637204563,130.02543157986815,129.49582481892367,10606594
2023-05-04,130.96099067228357,130.98358724465206,133.00948785200904,131.3446217017056,131.59667513155085,10723601
2023-05-05,129.7136235551286,128.87508531527783,131.8647568589774,130.77570962117457,130.67994320921792,19677069
2023-05-08,128.3387303386014,126.59824280069745,128.40116939003178,127.16114403584146,126.71108620680451,15672477
2023-05-09,126.40302874347682,124.81366002415186,126.13076827703586,124.8317610483151,124.44414515148125,11160686
2023-05-10,124.28165765401181,120.82877590690843,126.55444424730963,123.90612386680961,124.58956100053187,10914988
2023-05-11,124.70656180762369,123.52979396690374,123.99882132072409,123.98452904756225,124.3100615758974,5118033
2023-05-12,127.03210386794987,123.34698328265465,128.2478626384187,126.39883847220253,125.946567530309,7319049
2023-05-15,128.77803803477204,129.11304227281656,128.66513911587825,128.76959748286123,128.3320931491322,18241868
2023-05-16,132.14388075300636,133.46634038843052,132.15583971498128,132.26974881105625,133.00972088050125,13376430
2023-05-17,133.07286994730825,135.54329346288904,130.85371905556502,132.6300014684211,133.62306967153455,11482532
2023-05-18,135.42146534027825,133.4569914052604,138.2921317106808,133.52219206933003,133.99283435836026,6314532
2023-05-19,132.2880112527563,130.399748190428,130.504809741278,130.49557613114328,130.4749219158529,10056861
2023-05-22,130.59261938703293,129.34619421241638,130.18693414836318,130.09273856893086,130.06761951420629,19277953
2023-05-23,131.68770697788747,131.90551306831566,128.99496014292902,131.38412090495268,131.3468670816871,13913742
2023-05-24,127.8917977876303,131.81684770753267,128.53798636951421,131.71190468960623,131.95918799067746,5064323
2023-05-25,132.27141938917964,128.1599871224901,132.95934830459413,130.02876217588505,129.87540397622413,19922047
2023-05-26,130.05466525179324,128.74111713929238,130.3516097048452,129.39516539142073,129.63357943858279,13774533
2023-05-29,127.67433866085283,127.0975053445081,126.16489944703116,126.40237882340124,126.11393288863967,12796324
2023-05-30,131.18213536783787,130.2755136506403,131.5019460581956,130.45858633123422,130.53835303409957,5786667
2023-05-31,131.82650960618312,131.60972347815226,130.82435817854807,131.3910750698222,131.29647124007437,10238331
2023-06-01,131.151373231091,131.32196742141045,132.04314731017735,131.92512193550542,132.21928619473573,5873172
2023-06-02,130.77761433488908,129.75649792303324,129.6640669605004,129.69329331495166,129.8150215703016,15175529
2023-06-05,132.09572115927955,131.48360809974722,135.15290796204633,133.45519708820026,132.95115393274156,7562469
2023-06-06,128.8024936612007,131.0686984883725,131.5938584824827,131.38826773979503,131.88673777393421,7609089
2023-06-07,133.17308937942545,133.31652004825955,134.50031329230242,133.38774637383432,133.53121700444646,16630982
2023-06-08,135.22008890504355,136.85563327258402,132.66135161603702,135.06530770951161,135.04914258404906,11867100
2023-06-09,134.14658591043113,132.87181935623394,132.90108218561477,132.90010093169838,132.47205901874395,19961237
2023-06-12,132.79658296228777,135.55799756719358,133.40599505637246,134.560504271776,134.690768765313,16606243
2023-06-13,139.0749008339623,137.6744436700679,134.31323762827216,135.94798533522837,136.0391056375567,16618627
2023-06-14,137.87568597265908,139.33602214393926,135.79683099072244,137.71763653925277,138.2219380141772,12726890
2023-06-15,140.0815846364964,140.6188424045384,140.2495434173883,140.33350390514886,140.4967155876842,12395350
2023-06-16,141.64223521785698,141.5588582114913,141.22228227837724,141.39255223252462,140.82980770887542,13930264
2023-06-19,143.128250305851,141.7234792796059,144.4415378460688,141.9443201185957,142.04662522335815,9390020
2023-06-20,142.37804219256157,143.04121719053177,142.0026762937011,142.63277468209222,142.06289746801386,14688053
2023-06-21,141.97422726798058,141.26880509788643,142.57790393092083,141.4815457163606,141.26697669882682,5494592
2023-06-22,141.592995540938,143.23428281864443,144.13169248551023,144.08254886145792,144.84732402118823,18597832
2023-06-23,145.31498049539405,144.3693615593496,146.6878425653886,145.7268215599964,145.8498734011415,6017433
2023-06-26,145.26706241710363,146.20927243732464,143.36187409724005,144.64951871148617,144.24028160296498,13369066
2023-06-27,145.59289492188185,143.29824846712265,144.03465570421395,143.83023850136593,143.48113048720825,10786265
2023-06-28,143.29246112025626,141.63267225714375,139.43242141538147,139.5800064912178,139.60961570822505,9327858
2023-06-29,139.9761760127535,139.7596353948676,140.83666902307388,140.7973038017017,140.52387433108152,19246173
2023-06-30,141.40351513390286,143.1532663787905,139.84352647415812,141.58990322220703,141.08959308192055,18769205
2023-07-03,137.43314991236915,135.5721897958378,139.19944246028155,138.5395431642053,138.64139406327473,15353564
2023-07-04,138.7590084425809,138.48310420946743,137.98831532220998,138.24886049578205,138.1016771652729,13370262
2023-07-05,137.73522643993059,139.27165631259967,140.1690118852272,139.99302870235203,140.1635228784906,11878974
2023-07-06,138.94398816979248,139.67805001163435,140.7771798831304,140.66788087788544,141.02438009297163,9229215
2023-07-07,140.6938818908757,140.78623482181388,143.2337811529404,143.02102815151554,142.57076170892196,6839433
2023-07-10,139.68146980737873,142.32850020877282,141.5437216538024,141.84169611321715,141.43354340868973,6937878
2023-07-11,144.21211669623892,143.2070579059059,142.78754257534501,142.87963060583596,142.699136866208,13121849
2023-07-12,141.78979243221806,142.38849660374618,141.84624448585532,142.33131732545263,142.8829682664609,17800127
2023-07-13,142.20273195123164,140.18867211347222,139.6505880859424,140.02662587723373,140.0704756186646,5886040
2023-07-14,138.78091687103117,138.15370232001726,140.71358794066717,140.0165123311126,140.06692104223964,16878474
2023-07-17,140.2578067831022,142.22594470772668,140.27016163369532,140.40154214384177,141.08112095744704,17474020
2023-07-18,142.45985341849305,143.16874964211263,142.07580881702225,142.7321382099453,143.22348370191807,9184056
2023-07-19,148.25366208139766,147.9301337910458,148.73856001534176,148.1153350415149,148.68686799295986,5691757
2023-07-20,147.4193088689212,147.71714641326565,149.57085631965947,148.8492151833942,149.1397261883272,5876031
2023-07-21,149.3101896126012,149.95865270938734,148.49868680369576,149.0777813648657,149.14424945747706,9131479
2023-07-24,149.26842297876115,149.5369781735846,148.35707268226412,148.4177502819898,147.6581602904967,6170365
2023-07-25,147.45750510239722,150.90520839499948,149.3595373698618,149.99758040039836,149.3330074868176,12733308
2023-07-26,148.74364628482283,151.4623191218182,147.6820183816396,150.70405082061657,150.42281743266943,19131371
2023-07-27,150.08847958725696,149.10013195429266,149.09287376642493,149.0966574646046,149.6017281948189,8297291
2023-07-28,151.225794820658,151.4052033239886,150.00074704408763,150.9259794805588,151.23531046041376,8737973
2023-07-31,151.00546287237964,151.02248559084396,150.60488729435696,150.8943560818284,151.26158248555353,8498472
2023-08-01,151.75359252009358,152.06512405083825,151.3462242643005,152.00436860601434,151.36599431810419,16579149
2023-08-02,152.71942109368877,151.8385169670395,153.0085907745467,152.51509733341146,152.43807897542808,15192348
2023-08-03,154.77323620848173,154.65261254791824,155.4714114820878,154.79269637533656,155.23595508162109,12951632
2023-08-04,152.24455840542993,154.36561909693407,153.52822052954878,154.2693168854397,155.64025605557467,17547242
2023-08-07,156.78082913658676,155.4389181832575,157.0611366028288,156.1859638911392,155.96609836200213,12132508
2023-08-08,158.6462865180535,159.90037809479279,162.61716583789976,160.23545208451682,160.60022346783472,19790081
2023-08-09,161.6622512649277,161.73277708461333,159.82749483904053,160.59328667268707,160.25157077762202,19229748
2023-08-10,165.78869595915583,164.8131395430508,166.8052594675934,166.6225833950506,165.86196095775628,6859582
2023-08-11,169.78172768651203,168.99743764578213,170.41200791215581,169.9103699521599,169.76947764772964,13945309
2023-08-14,170.81949691675922,171.93555432273297,173.20646866057308,172.04950564347166,172.36782138567807,14156558
2023-08-15,168.18214904125654,166.37105529378698,169.7880161607723,166.54203597005935,166.8833475882879,10105724
2023-08-16,167.6681937180045,165.3694027051285,166.42087958144057,165.38077452237496,165.48458086648898,10004998
2023-08-17,165.71367893880108,166.45235583481332,165.27992597293937,165.55037014843012,166.77802021838556,8207393
2023-08-18,164.71863546560655,164.5625608304071,163.9457261861264,164.0791623379255,164.67625331920104,16318792
2023-08-21,163.33236380117236,161.57200849065418,162.13850404390115,162.0513226972967,162.57558816655052,19315679
2023-08-22,166.52267207126567,165.52376434707259,169.89117286975642,168.69904776966249,168.2598621761161,5491036
2023-08-23,169.2707785511123,169.77246373609285,168.28296214210306,168.4125290596471,169.41763132903029,14462743
2023-08-24,167.94161561523774,168.0948089965443,167.11501399702388,167.22227103870844,167.2417098426699,13212420
2023-08-25,167.30881442819702,168.85452455885076,167.08176021634145,168.25552877860554,168.6869272715008,8479591
2023-08-28,164.97673624327743,165.67055907224875,164.61670213674986,165.3106161693966,165.46339332958524,17564832
2023-08-29,164.7781411050737,164.37518701749275,166.53148550368627,164.52593308885892,164.15467591343045,6569123
2023-08-30,167.29025107093398,168.26331590231845,167.54092819140925,167.78301393342002,167.85637077663668,10672605
2023-08-31,170.91762966669793,171.43229329112557,172.09077319460664,172.03539620387605,171.72788719820616,14512602
2023-09-01,172.08468040073322,172.21961462292342,170.95472399711676,171.637746441992,170.9626222360206,15744482
2023-09-04,170.85586930266155,169.85022195209217,170.92549985877363,170.02213576794796,169.85717840038123,11555035
2023-09-05,171.23792878738104,171.51784247211557,171.90757920920683,171.79028265064164,171.88732764709079,9899856
2023-09-06,173.29408788670705,174.75943650376266,174.337220331542,174.36875752269398,174.3479724739227,8659985
2023-09-07,175.10296205627012,174.3142539753007,175.29951966676862,174.5404636695502,173.52284354923745,9421590
2023-09-08,171.1384765656727,170.52873725062832,172.98328063303393,171.032386114877,170.9435159541333,14775260
2023-09-11,172.7005575520936,171.95850249871694,173.78571277325386,173.54573588087104,173.91130864549984,8722946
2023-09-12,174.84613823678836,174.69737444111928,172.07618274271687,173.11835387798826,172.58331149482518,8340216
2023-09-13,169.42480900904545,168.5748048902803,167.67958082199857,168.34727206618402,167.88260596913287,9897954
2023-09-14,168.49568449378432,168.1515805896888,167.06993036086038,167.58177796471716,167.41029005056583,19386759
2023-09-15,166.74393772622008,166.02127783174282,164.30415851867056,164.33482951921312,163.0941820259305,15044351
2023-09-18,165.3624999053442,164.97728444271567,162.90533078102274,163.41822209845046,164.1687415184527,10609125
2023-09-19,162.2704431337802,161.57385651885957,164.2601253254604,162.6745177187706,163.25180985970027,12594378
2023-09-20,166.6001629868615,166.02257259407224,166.10741993166678,166.04616968839474,166.01002794935954,8151882
2023-09-21,167.6177700056964,168.25595634837384,169.06823422039022,168.87162640997323,168.84777073190224,14825144
2023-09-22,168.2249139854008,168.29631931312232,170.43367655246232,169.69411553667504,169.64926772327127,15167207
2023-09-25,167.9414782007267,167.9979685504786,168.34525739824878,168.31796796251228,168.2748987397706,15273685
2023-09-26,169.58220016504904,168.11405019325716,169.05436356318938,168.93755786766246,169.00394821679453,12258746
2023-09-27,169.0568186075028,168.08641344094445,168.0094836370824,168.0644182047118,168.26116089742268,9066621
2023-09-28,169.10055209240198,171.06253204811213,165.926918509527,168.7669202563155,168.66429294150845,8829049
2023-09-29,168.5652742759451,170.8131215342427,166.03680182381635,168.87049032551536,168.64034260341845,12974411
2023-10-02,166.80733783177504,166.0133904754557,165.87930801000317,165.9461073199431,166.51076953871285,7903633
2023-10-03,166.9580895398622,163.96197252467292,168.22314927167125,166.50478133668747,166.49800656266373,12778748
2023-10-04,165.9900282618408,163.48715215102442,165.39119357793288,163.97704959353305,164.30064756338442,14384451
2023-10-05,165.7246156754533,166.87680142815537,161.06731453275322,164.05336679107887,164.22706810940002,14109096
2023-10-06,167.4212221739946,166.7328957796912,165.80320092384767,166.6405788134676,166.62132457871726,16448614
2023-10-09,167.94522457029444,165.58063633481808,165.7304140457056,165.6206100553864,166.31065573246013,16430754
2023-10-10,164.66800877344875,166.75047782559946,162.1780873693608,163.8828969196651,164.52071916097796,8850241
2023-10-11,164.53049717487698,164.09326220638675,167.00623398993363,164.46976409700056,164.44455267113983,18205517
2023-10-12,160.00091121237216,160.3537109556542,161.73426328453073,161.19435475832552,161.35396642942328,7844664
2023-10-13,163.28837310761216,162.84547975855062,163.2630455199823,163.013043061002,162.96616033624068,14141923
2023-10-16,162.91920190324365,163.63476314407833,162.80396906665325,163.08394930970582,162.44245319761154,8257181
2023-10-17,162.7570146363014,161.03924850024833,161.87537015837577,161.66422621050364,161.72180211001594,6942811
2023-10-18,161.02095610806887,164.13607808341013,160.44805292972154,162.60685454943817,162.8218753730337,9654798
2023-10-19,165.77486176056556,169.23654930305966,166.2572964646345,166.41131441372391,166.18581189865895,19105600
2023-10-20,166.1494824681844,164.5970501713862,166.43447404895798,165.50246869993836,165.7266638467463,15781901
2023-10-23,163.74025440088545,166.16419215589357,160.7827512751927,160.87627958859485,160.7697119202612,17103896
2023-10-24,162.70893493799983,163.22866765184682,161.21191977321035,162.1978000769222,160.74967238782534,17033451
2023-10-25,160.06667262719213,160.20438128906315,159.9708881751909,160.00880322941208,160.06909819635743,8646804
2023-10-26,160.56194153460194,159.5858712285843,158.95231051648648,159.06454566323674,158.98256522343578,10238561
2023-10-27,158.8588573369646,158.81866581701112,157.85615514267093,158.6883503764065,158.4299019449616,17431216
2023-10-30,160.89940224232248,162.67994770066306,159.9413069092787,161.01996003687754,160.4484575805123,17006468
2023-10-31,157.318079321087,158.73327508388505,156.80443767325508,157.41802313862732,156.86221047475794,18560992
2023-11-01,159.42830828518336,159.0497382199867,158.91740825653358,159.01512721340578,159.73271798800081,13908385
2023-11-02,155.64555642376484,154.2449730446545,154.07517623228983,154.20460981828788,154.48958497095856,9031464
2023-11-03,155.7844099783636,155.1972717033335,157.98802931931792,156.176619271945,155.72703845844396,6100500
2023-11-06,153.98406909815458,151.82399277426313,151.59231150331712,151.6823331380558,151.25885246389666,19521816
2023-11-07,153.80946457682785,157.17865802573186,154.2640120383249,155.97508908903635,155.9577374290214,7042823
2023-11-08,158.15441881906926,160.45538600034362,161.52806241115317,160.60198477059936,160.2604886054238,19846767
2023-11-09,160.78120109045457,159.00911011550636,161.00618292755416,160.2186066613421,159.40145899352723,15905942
2023-11-10,161.40811534467267,162.68823868284312,160.26972245999252,160.85858834423922,160.99918405622392,10382858
2023-11-13,158.42397863251318,157.70090844027087,160.520255981779,160.05130937241327,160.0036868333006,5705475
2023-11-14,158.31016413988976,156.833755576951,156.8538130419883,156.84299883353194,156.53427552730238,16656335
2023-11-15,157.35149724180178,156.63237945357463,156.87719712749495,156.67566957976518,156.64247437771863,17669277
2023-11-16,157.7757737778143,156.32325709551884,157.61771051859535,156.69988315798915,156.03287041053005,11048055
2023-11-17,155.56629281189694,156.35878096321235,155.78206146826489,155.8322585348092,156.23036293903547,18952821
2023-11-20,154.67433202442086,154.7698646148983,153.96639002455095,154.44976983529114,154.5193775396136,16951221
2023-11-21,159.54186650210008,160.16145130277934,158.67293128564276,158.93308505375518,159.51342630160374,11002296
2023-11-22,156.4453585829726,155.40600078627875,157.52296948132638,155.781520720935,156.22898290940722,13002619
2023-11-23,157.8391973117606,158.69388802961626,158.6908299065219,158.692126381945,158.9082227076777,7748996
2023-11-24,159.74085187645082,158.63848625473412,160.2720133386228,160.11566101985824,160.34242993673084,5863663
2023-11-27,157.98885772882252,156.87878735208835,157.15074659990475,157.08088466192285,156.48591213524,18354060
2023-11-28,156.90432056522033,160.7738845717018,158.1098324171749,159.25057852388508,160.07013692660712,16828390
2023-11-29,161.33579619515805,160.55601610783492,163.8094196960594,160.8633820874678,161.386249653738,18277804
2023-11-30,158.66182352179445,157.59487558465364,159.54166964113853,158.53116712523803,158.43239951238954,10181057
2023-12-01,157.48933948656466,157.79748238097187,159.50739216491792,158.4937371403492,158.90574455564837,6908802
2023-12-04,154.5062658552063,155.06735070997766,152.66476236649635,155.05327000756228,154.44844949821666,12228161
2023-12-05,151.15103305786457,150.20763972108153,152.3884856232633,150.29124084373763,150.37196077538147,14223644
2023-12-06,148.30985606646223,149.25397644379242,149.68229466813628,149.4893925884221,149.5300310098056,14694095
2023-12-07,149.44935478973323,150.02477274591513,150.81915314840566,150.0452958586241,149.90420556911147,7126453
2023-12-08,152.47149125858246,152.68406662904232,148.99249694860993,149.32150599999517,149.51816491969237,10859046
2023-12-11,149.9176104202095,151.42050174364232,151.77485458241787,151.7524917173939,151.76491788651623,6982243
2023-12-12,149.61130304092268,148.27668388824281,150.66773460320945,148.42742093055745,148.30798055662416,17975048
2023-12-13,151.04756711943315,151.10631297597595,150.75757111900404,151.06214016817526,151.0140035140742,11906117
2023-12-14,151.04999834509547,152.30773450677293,150.92725430727413,151.45269722738658,151.40325240079102,17774615
2023-12-15,155.00112223566262,155.39152057321422,155.5432008864354,155.41901490457226,155.19396433772715,14515406
2023-12-18,153.04318928728813,152.51366520219977,154.59805316182258,152.564503005865,153.22103726365935,6490687
2023-12-19,152.81096355169433,153.87515627783912,155.76468448065464,154.6189294797799,154.50980389790848,15648384
2023-12-20,157.39934457781453,158.23606003734233,157.38381564804945,157.7235739766869,157.06765586051182,12914520
2023-12-21,156.12449613422154,156.65181807246037,154.69830168371732,155.15259457350854,153.45838053218034,12904428
2023-12-22,156.16810991413155,156.24909254180025,158.8717232753729,157.54430007034037,157.22103530974414,13640145
2023-12-25,158.99583371666643,158.30739838792957,161.48048301442316,160.2542100605993,160.88242823177188,13336900
2023-12-26,159.82732431873887,162.0634135240138,159.60432313293572,162.023278525957,161.854735540398,8860562
2023-12-27,160.6050257561532,161.88671669634525,159.78223096835103,161.08291189605134,160.6216955530456,6619715
2023-12-28,158.01431464328243,159.38296751717118,157.26502416563932,158.16744463574813,159.31178567014697,12748670
2023-12-29,157.30238011235008,159.2929972653706,159.21161703044234,159.25438272003402,159.92708581533986,10008341
